"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GRC","Greece","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,21.6,,
"GRC","Greece","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,17.2,"B","Break"
"GRC","Greece","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,13.425,,
"GRC","Greece","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,20.15,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,35.925,"B","Break"
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,40.525,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,39.675,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,38.25,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,38.85,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,28.525,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,33.025,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,39.575,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,41.875,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,42.625,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,40.4,"B","Break"
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,43.725,,
"SVK","Slovak Republic","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,48.475,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,47.2,"B","Break"
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,48.575,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,43.8,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,48.625,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,52.225,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,53.525,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,47.55,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,53.5,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,54.025,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,60.625,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,65.375,"B","Break"
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,61,,
"CZE","Czechia","YW99E4L1_ST","Water supply, sewerage, waste management and remediation activities (E)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,61.1,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,146.375,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,143.45,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,129.625,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,122.025,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,134.475,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,147.4,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,138.475,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,123.1,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,127.675,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,125.25,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,108.1,"B","Break"
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,121,,
"POL","Poland","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,126.55,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,48.1,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,50.4,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,53.95,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,47.475,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,55.025,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,69.95,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,69.825,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,65.55,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,68.025,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,69.2,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,65.225,"B","Break"
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,67.475,,
"HUN","Hungary","YW99X4L1_ST","Arts, entertainment and recreation ( R)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,69.225,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,3607.225,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,3654.725,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3586.275,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,3540.925,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,3600.775,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,3604.95,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,3644.25,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,3702.725,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,3800.675,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,3863.8,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,3836.875,"B","Break"
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,3768.2,,
"ITA","Italy","YW99C4L1_ST","Manufacturing (C )","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,3832.3,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,17110.9,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,17596.1,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,17920.7,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,18365,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,18959,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,19402,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,19669,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,19934,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,20084,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,20440,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,20332,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,20753,,
"KOR","Korea","YW994TL1_ST","Employees in all activities (ISIC rev.4, A-U) , Employees ","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,21502,,
"BEL","Belgium","YW994SL1_ST","Employees in Services (ISIC rev.4, G-U)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3002.45,"U","Low reliability"
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,903.75,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,918.575,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,894.85,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,892.8,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,904.65,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,903.4,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,957.475,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,981.2,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1012.5,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1017.325,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,996.05,"B","Break"
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1020.65,,
"ITA","Italy","YW99H4L1_ST","Transportation and storage (H)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,1050.425,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,14.6,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,16.575,"U","Low reliability"
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,16.45,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,19.575,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,18.85,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,19.35,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,21.775,"B","Break"
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,23.575,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,24.975,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,27.1,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,27.95,"B","Break"
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,26.725,,
"BEL","Belgium","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,28.175,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,106.175,"B","Break"
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,112.1,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,96.425,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,104.375,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,123.35,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,132.225,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,138.3,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,140.075,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,138.6,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,146.025,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,143.7,"B","Break"
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,171.475,,
"PRT","Portugal","YW99M4L1_ST","Professional, scientific and technical activities (M)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,167.125,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,41.875,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,50.5,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,50,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,48.4,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,51.025,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,54.325,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,49.85,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,47.9,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,47.675,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,48.025,,
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,48.825,"B","Break"
"EST","Estonia","YW99F4L1_ST","Construction (F)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,45,,
"NOR","Norway","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2.475,"U","Low reliability"
"NOR","Norway","YW99T4L1_ST","Activities of households as employers undifferentiated goods- and services-producing activities of households for own use (T)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2.575,"U","Low reliability"
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,590,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,550,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,570,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,580,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,610,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,610,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,620,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,650,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,650,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,670,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,650,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,630,,
"JPN","Japan","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,630,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,122.95,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,126.625,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,120.025,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,124.575,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,126.725,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,121.65,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,125.15,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,128.4,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,142.575,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,141.05,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,134.4,"B","Break"
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,134.3,,
"AUT","Austria","YW99N4L1_ST","Administrative and support service activities (N)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,143.5,,
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,9.4,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,9.85,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,9.975,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,8.75,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,8.725,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,8.7,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,7.75,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,9.1,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,8.175,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,7.425,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,7.375,"B","Break"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,6.5,"U","Low reliability"
"SVN","Slovenia","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,6.8,"U","Low reliability"
"CZE","Czechia","YW99G4L1_ST","Wholesale and retail trade, repair of motor vehicles and motorcycles (G)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,456.3,"B","Break"
"CZE","Czechia","YW99G4L1_ST","Wholesale and retail trade, repair of motor vehicles and motorcycles (G)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,453.625,,
